FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITY
rmn_gaeta-rmn-ita-cmems,RMN_Gaeta,RMN,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_650",cmems-service@smhi.se,Institute for Environmental Protection and Research," https://www.isprambiente.gov.it",cmems-service@smhi.se,  41.20999900,  13.58970000,Unspecified,2010/06/24 01:00:00,2025/04/30 23:00:00,14,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
rmn_sciacca-rmn-ita-cmems,RMN_Sciacca,RMN,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_672",cmems-service@smhi.se,Institute for Environmental Protection and Research," https://www.isprambiente.gov.it",cmems-service@smhi.se,  37.50450100,  13.07650000,Unspecified,2012/06/21 19:00:00,2025/04/30 22:00:00,14,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
secondseverncrossingtg-sec-gbr-cmems,SecondSevernCrossingTG,Sec,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1055",cmems-service@smhi.se,South West Coastal Monitoring;National Network of Regional Coastal Monitoring Programmes (NNRCMP),"https://coastalmonitoring.org/southwest/ https://coastalmonitoring.org/",cmems-service@smhi.se,  51.57012200,  -2.70002170,Unspecified,2012/01/01 00:00:00,2025/06/30 23:50:00,14,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
goteborgagnesberg-got-swe-cmems,GoteborgAgnesberg,Got,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_996",cmems-service@smhi.se,SMHI,"www.smhi.se",cmems-service@smhi.se,  57.78970000,  12.01000000,Unspecified,2013/01/01 00:00:00,2025/07/01 03:42:00,13,0,BSCD2000,Unspecified,Unspecified,-99.9999,River,No obvious issues
goteborgeriksberg-got-swe-cmems,GoteborgEriksberg,Got,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_997",cmems-service@smhi.se,SMHI,"www.smhi.se",cmems-service@smhi.se,  57.69670100,  11.90890000,Unspecified,2013/01/01 00:03:00,2025/07/01 03:43:00,13,0,BSCD2000,Unspecified,Unspecified,-99.9999,River,Possible quality control issues
goteborgtingstadstunneln-got-swe-cmems,GoteborgTingstadstunneln,Got,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1003",cmems-service@smhi.se,SMHI,"www.smhi.se",cmems-service@smhi.se,  57.72309900,  11.98690000,Unspecified,2013/01/01 00:01:00,2025/07/01 03:25:00,13,0,BSCD2000,Unspecified,Unspecified,-99.9999,River,Possible quality control issues
tallinnamadal-tal-est-cmems,Tallinnamadal,Tal,EST,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_765",cmems-service@smhi.se,MSI,"www.msi.ttu.ee",cmems-service@smhi.se,  59.71189900,  24.73140000,Unspecified,2012/01/12 01:00:00,2025/07/01 03:00:00,13,0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
havregpmrouentg_05minute-hav-fra-cmems,HavreGPMRouenTG_05minute,Hav,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_296",cmems-service@smhi.se,Hydrographic and oceanographic service of the French navy,"https://www.shom.fr",cmems-service@smhi.se,  49.48378000,   0.11458000,Unspecified,2013/07/25 12:00:00,2025/06/01 00:00:00,13,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
leavatg_60minute-lea-fra-cmems,LeavaTG_60minute,Lea,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_392",cmems-service@smhi.se,Hydrographic and oceanographic service of the French navy,"https://www.shom.fr",cmems-service@smhi.se, -14.29602000,-178.16023000,Unspecified,1986/07/11 12:00:00,2024/10/22 22:00:00,13,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nukuhivatg_60minute-nuk-fra-cmems,NukuHivaTG_60minute,Nuk,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_460",cmems-service@smhi.se,Hydrographic and oceanographic service of the French navy,"https://www.shom.fr",cmems-service@smhi.se,  -8.91489980,-140.09596000,Unspecified,1959/07/01 10:00:00,2007/05/18 02:00:00,13,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,Possible datum issues
saintemarietg_60minute-sai-fra-cmems,SainteMarieTG_60minute,Sai,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_592",cmems-service@smhi.se,Hydrographic and oceanographic service of the French navy,"https://www.shom.fr",cmems-service@smhi.se, -20.89278000,  55.53694200,Unspecified,2011/10/19 06:00:00,2025/03/31 13:00:00,13,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
rmn_anzio-rmn-ita-cmems,RMN_Anzio,RMN,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_643",cmems-service@smhi.se,Institute for Environmental Protection and Research," https://www.isprambiente.gov.it",cmems-service@smhi.se,  41.44689900,  12.63480000,Unspecified,2010/04/07 04:00:00,2025/04/30 23:00:00,13,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
rmn_laspezia-rmn-ita-cmems,RMN_LaSpezia,RMN,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_655",cmems-service@smhi.se,Institute for Environmental Protection and Research," https://www.isprambiente.gov.it",cmems-service@smhi.se,  44.09660000,   9.85760020,Unspecified,2010/01/01 00:00:00,2025/04/22 06:00:00,13,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
scarboroughtg-sca-gbr-cmems,ScarboroughTG,Sca,GBR,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_832",cmems-service@smhi.se,North East Coastal Observatory;National Network of Regional Coastal Monitoring Programmes (NNRCMP),"https://coastalmonitoring.org/northeast/ https://coastalmonitoring.org/",cmems-service@smhi.se,  54.28249700,  -0.39028570,Unspecified,2012/01/01 00:10:00,2025/06/30 23:50:00,13,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
arko-ark-swe-cmems,Arko,Ark,SWE,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_986",cmems-service@smhi.se,SMHI,"www.smhi.se",cmems-service@smhi.se,  58.48429900,  16.96069900,Unspecified,2014/04/02 08:00:00,2025/07/01 03:00:00,12,0,BSCD2000,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
assens-ass-dnk-cmems,Assens,Ass,DNK,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_078",cmems-service@smhi.se,DMI,"www.dmi.dk",cmems-service@smhi.se,  55.26670100,   9.88329980,Unspecified,2014/01/01 00:00:00,2025/07/01 03:30:00,12,0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
bandholm-ban-dnk-cmems,Bandholm,Ban,DNK,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_081",cmems-service@smhi.se,DMI,"www.dmi.dk",cmems-service@smhi.se,  54.83330200,  11.48330000,Unspecified,2014/01/01 00:00:00,2025/07/01 03:30:00,12,0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
bogense-bog-dnk-cmems,Bogense,Bog,DNK,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_082",cmems-service@smhi.se,DMI,"www.dmi.dk",cmems-service@smhi.se,  55.56670000,  10.08330000,Unspecified,2014/01/01 00:00:00,2025/07/01 03:30:00,12,0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
faaborg-faa-dnk-cmems,Faaborg,Faa,DNK,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_085",cmems-service@smhi.se,DMI,"www.dmi.dk",cmems-service@smhi.se,  55.09999800,  10.25000000,Unspecified,2014/01/01 00:00:00,2025/07/01 03:30:00,12,0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
kalvehave-kal-dnk-cmems,Kalvehave,Kal,DNK,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_097",cmems-service@smhi.se,DMI,"www.dmi.dk",cmems-service@smhi.se,  55.00000000,  12.16670000,Unspecified,2014/01/01 00:00:00,2025/07/01 03:30:00,12,0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
karrebaeksminde-kar-dnk-cmems,Karrebaeksminde,Kar,DNK,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_098",cmems-service@smhi.se,DMI,"www.dmi.dk",cmems-service@smhi.se,  55.18330000,  11.65000000,Unspecified,2014/01/01 00:00:00,2025/07/01 03:30:00,12,0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
kuivastu-kui-est-cmems,Kuivastu,Kui,EST,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_752",cmems-service@smhi.se,MSI,"www.msi.ttu.ee",cmems-service@smhi.se,  58.57420000,  23.39349900,Unspecified,2010/03/23 00:00:00,2025/07/01 03:00:00,12,0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
porvoo-por-fin-cmems,Porvoo,Por,FIN,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_129",cmems-service@smhi.se,FMI,"www.fmi.fi",cmems-service@smhi.se,  60.20579900,  25.62509900,Unspecified,2014/01/01 00:00:00,2025/07/01 03:00:00,12,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
sillamae-sil-est-cmems,Sillamae,Sil,EST,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_762",cmems-service@smhi.se,MSI,"www.msi.ttu.ee",cmems-service@smhi.se,  59.42269900,  27.74010100,Unspecified,2006/10/23 00:00:00,2021/12/31 23:00:00,12,0,BHS77,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
sonderborg-son-dnk-cmems,Sonderborg,Son,DNK,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_111",cmems-service@smhi.se,DMI,"www.dmi.dk",cmems-service@smhi.se,  54.91669800,   9.78330040,Unspecified,2014/01/01 00:00:00,2025/07/01 03:30:00,12,0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
bordeauxtg_60minute-bor-fra-cmems,BordeauxTG_60minute,Bor,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_194",cmems-service@smhi.se,Hydrographic and oceanographic service of the French navy,"https://www.shom.fr",cmems-service@smhi.se,  44.86000100,  -0.55280000,Unspecified,1975/02/05 23:00:00,2015/12/31 19:00:00,12,0,chart datum,Unspecified,Unspecified,-99.9999,River,No obvious issues
ileroussetg_60minute-ile-fra-cmems,IleRousseTG_60minute,Ile,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_322",cmems-service@smhi.se,Hydrographic and oceanographic service of the French navy,"https://www.shom.fr",cmems-service@smhi.se,  42.63959900,   8.93523980,Unspecified,2013/04/17 01:00:00,2024/12/28 07:00:00,12,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
lamenatg_60minute-lam-fra-cmems,LamenaTG_60minute,Lam,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_360",cmems-service@smhi.se,Hydrographic and oceanographic service of the French navy,"https://www.shom.fr",cmems-service@smhi.se,  45.33557100,  -0.79517001,Unspecified,1975/02/03 23:00:00,2015/12/29 22:00:00,12,0,chart datum,Unspecified,Unspecified,-99.9999,River,No obvious issues
ouistrehamtg_60minute-oui-fra-cmems,OuistrehamTG_60minute,Oui,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_467",cmems-service@smhi.se,Hydrographic and oceanographic service of the French navy,"https://www.shom.fr",cmems-service@smhi.se,  49.27936200,  -0.24902999,Unspecified,1980/03/13 23:00:00,2025/03/31 12:00:00,12,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
royantg_60minute-roy-fra-cmems,RoyanTG_60minute,Roy,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_559",cmems-service@smhi.se,Hydrographic and oceanographic service of the French navy,"https://www.shom.fr",cmems-service@smhi.se,  45.62057900,  -1.02781000,Unspecified,1991/09/05 14:00:00,2011/04/07 04:00:00,12,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
tubuaitg_60minute-tub-fra-cmems,TubuaiTG_60minute,Tub,FRA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_623",cmems-service@smhi.se,Hydrographic and oceanographic service of the French navy,"https://www.shom.fr",cmems-service@smhi.se, -23.34177000,-149.47554000,Unspecified,2009/05/19 01:00:00,2024/03/17 22:00:00,12,0,chart datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
carbonerastg-car-esp-cmems,CarbonerasTG,Car,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_877",cmems-service@smhi.se,Puertos del Estado,"http://www.puertos.es/",cmems-service@smhi.se,  36.97430000,  -1.89960000,Unspecified,2013/04/25 16:00:00,2024/05/31 23:00:00,12,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
inishmore-ini-irl-cmems,Inishmore,Ini,IRL,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_737",cmems-service@smhi.se,Marine Institute,"http://www.marine.ie/",cmems-service@smhi.se,  53.12599900,  -9.65999980,Unspecified,2007/04/05 17:00:00,2025/06/30 23:00:00,12,0,Ordnance Datum Malin Head,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
nazaretg-naz-prt-cmems,NazareTG,Naz,PRT,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_695",cmems-service@smhi.se,Instituto Hidrográfico da Marinha Portuguesa,"http://www.hidrografico.pt/",cmems-service@smhi.se,  39.58599900,  -9.07400040,Unspecified,2014/09/20 07:00:00,2025/06/30 23:00:00,12,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
sinestg-sin-prt-cmems,SinesTG,Sin,PRT,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_697",cmems-service@smhi.se,Instituto Hidrográfico da Marinha Portuguesa,"http://www.hidrografico.pt/",cmems-service@smhi.se,  37.94900100,  -8.88799950,Unspecified,2014/09/20 07:00:00,2025/06/30 23:00:00,12,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
rmn_ponza-rmn-ita-cmems,RMN_Ponza,RMN,ITA,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_665",cmems-service@smhi.se,Institute for Environmental Protection and Research," https://www.isprambiente.gov.it",cmems-service@smhi.se,  40.89519900,  12.96560000,Unspecified,2011/07/10 22:00:00,2025/04/30 23:00:00,12,0,Unknown,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
altewesertg-alt-deu-cmems,AlteWeserTG,Alt,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1093",cmems-service@smhi.se,Waterways and Shipping Office Bremerhaven (WSA-Bremerhaven),"http://www.wsv.de/wsa-bhv/",cmems-service@smhi.se,  53.86330000,   8.12749960,Unspecified,2014/01/19 06:30:00,2025/06/30 23:50:00,12,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
borkumtg-bor-deu-cmems,BorkumTG,Bor,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1089",cmems-service@smhi.se,Waterways and Shipping Board Emden (WSA-EMD),"http://www.wsv.de/wsa-emd/english_content/Organisation/index.html",cmems-service@smhi.se,  53.55699900,   6.74800010,Unspecified,2014/01/02 07:20:00,2025/06/30 23:50:00,12,0,DHHN92,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
brementg-bre-deu-cmems,BremenTG,Bre,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1092",cmems-service@smhi.se,Waterways and Shipping Office Bremen (WSA-Bremen),"http://www.wsa-bremen.de/",cmems-service@smhi.se,  53.11999900,   8.71199990,Unspecified,2014/01/19 06:30:00,2025/06/30 23:50:00,12,0,DHHN92 / Amsterdam,Unspecified,Unspecified,-99.9999,River,No obvious issues
bremerhaventg-bre-deu-cmems,BremerhavenTG,Bre,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1094",cmems-service@smhi.se,Waterways and Shipping Office Bremerhaven (WSA-Bremerhaven),"http://www.wsv.de/wsa-bhv/",cmems-service@smhi.se,  53.54499800,   8.56799980,Unspecified,2014/01/02 07:10:00,2025/06/30 23:50:00,12,0,DHHN92 / Amsterdam,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
buesumtg-bue-deu-cmems,BuesumTG,Bue,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1108",cmems-service@smhi.se,Waterways and Shipping Office Toenning (WSA-Toenning),"http://www.wsa-toenning.wsv.de",cmems-service@smhi.se,  54.12220000,   8.85919950,Unspecified,2014/02/10 13:40:00,2025/06/30 23:50:00,12,0,DHHN92 / Amsterdam,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
cuxhaventg-cux-deu-cmems,CuxhavenTG,Cux,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1095",cmems-service@smhi.se,Waterways and Shipping Office Cuxhaven,"http://www.wsv.de/wsa-cux/",cmems-service@smhi.se,  53.86780200,   8.71749970,Unspecified,2014/05/05 12:40:00,2025/06/30 23:50:00,12,0,DHHN92 / Amsterdam,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
dagebuelltg-dag-deu-cmems,DagebuellTG,Dag,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1109",cmems-service@smhi.se,Waterways and Shipping Office Toenning (WSA-Toenning),"http://www.wsa-toenning.wsv.de",cmems-service@smhi.se,  54.73099900,   8.68700030,Unspecified,2014/01/19 06:30:00,2025/06/30 23:50:00,12,0,DHHN92 / Amsterdam,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
denoeverbinnentg-den-nld-cmems,DenOeverBinnenTG,Den,NLD,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_917",cmems-service@smhi.se,Rijkswaterstaat Water- Traffic and Environment,"https://www.rijkswaterstaat.nl/english/index.aspx",cmems-service@smhi.se,  52.93127400,   5.04792120,Unspecified,2014/07/30 00:00:00,2025/06/30 23:50:00,12,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
denoevertg-den-nld-cmems,DenOeverTG,Den,NLD,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_919",cmems-service@smhi.se,Rijkswaterstaat Water- Traffic and Environment,"https://www.rijkswaterstaat.nl/english/index.aspx",cmems-service@smhi.se,  52.93261700,   5.04597710,Unspecified,2014/07/30 00:00:00,2025/06/30 23:50:00,12,0,MSL,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
eckernfoerdetg-eck-deu-cmems,EckernfoerdeTG,Eck,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1110",cmems-service@smhi.se,Waterways and Shipping Office Toenning (WSA-Toenning),"http://www.wsa-toenning.wsv.de",cmems-service@smhi.se,  54.47499800,   9.83699990,Unspecified,2014/01/19 03:10:00,2025/06/30 23:50:00,12,0,SNN76 / Kronstadt,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues
edamtg-eda-nld-cmems,EdamTG,Eda,NLD,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_921",cmems-service@smhi.se,Rijkswaterstaat Water- Traffic and Environment,"https://www.rijkswaterstaat.nl/english/index.aspx",cmems-service@smhi.se,  52.51699800,   5.07000020,Unspecified,2014/07/30 00:00:00,2025/06/30 23:50:00,12,0,SNN76 / Kronstadt,Unspecified,Unspecified,-99.9999,Lake,No obvious issues
eidersptg-eid-deu-cmems,EiderSPTG,Eid,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1111",cmems-service@smhi.se,Waterways and Shipping Office Toenning (WSA-Toenning),"http://www.wsa-toenning.wsv.de",cmems-service@smhi.se,  54.26599900,   8.84200000,Unspecified,2014/01/19 06:30:00,2025/06/30 13:40:00,12,0,DHHN92 / Amsterdam,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
emdentg-emd-deu-cmems,EmdenTG,Emd,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1090",cmems-service@smhi.se,Waterways and Shipping Board Emden (WSA-EMD),"http://www.wsv.de/wsa-emd/english_content/Organisation/index.html",cmems-service@smhi.se,  53.33670000,   7.18639990,Unspecified,2014/01/02 07:10:00,2025/06/30 23:50:00,12,0,DHHN92 / Amsterdam,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
esbjergtg-esb-dnk-cmems,EsbjergTG,Esb,DNK,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_072",cmems-service@smhi.se,Danish Meteorological Institute- Oceanographic Section,"https://www.dmi.dk",cmems-service@smhi.se,  55.46670200,   8.43330000,Unspecified,2014/07/30 00:00:00,2025/06/30 23:50:00,12,0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
flensburgtg-fle-deu-cmems,FlensburgTG,Fle,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1072",cmems-service@smhi.se,Waterways and Shipping Authority Luebeck (WSA Luebeck),"http://www.wsa-luebeck.wsv.de",cmems-service@smhi.se,  54.79600100,   9.43400000,Unspecified,2014/01/19 06:00:00,2025/06/30 23:50:00,12,0,SNN76 / Kronstadt,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
greifswaldtg-gre-deu-cmems,GreifswaldTG,Gre,DEU,CMEMS,Copernicus Marine Environment Monitoring Service,"https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_1098",cmems-service@smhi.se,Waterways and Shipping Office Stralsund (WSA Stralsund),"http://www.wsa-stralsund.de",cmems-service@smhi.se,  54.09299900,  13.44700000,Unspecified,2014/01/19 06:00:00,2025/06/30 23:50:00,12,0,SNN76 / Kronstadt,Unspecified,Unspecified,-99.9999,Coastal,Possible quality control issues
